id	level	num	clear_item	clear_item_sum	require_level	require_num	require_rank	require_txt	common_txt
238	hard	238	entry_ticket	1	normal	138	2	보통 난이도 138스테이지 2성 이상	클리어 시 오픈됩니다.
239	hard	239	entry_ticket	1	normal	139	2	보통 난이도 139스테이지 2성 이상	클리어 시 오픈됩니다.
240	hard	240	entry_ticket	1	normal	140	2	보통 난이도 140스테이지 2성 이상	클리어 시 오픈됩니다.
241	hard	241	entry_ticket	1	normal	141	2	보통 난이도 141스테이지 2성 이상	클리어 시 오픈됩니다.
242	hard	242	entry_ticket	1	normal	142	2	보통 난이도 142스테이지 2성 이상	클리어 시 오픈됩니다.
243	hard	243	entry_ticket	1	normal	143	2	보통 난이도 143스테이지 2성 이상	클리어 시 오픈됩니다.
244	hard	244	entry_ticket	1	normal	144	2	보통 난이도 144스테이지 2성 이상	클리어 시 오픈됩니다.
245	hard	245	entry_ticket	1	normal	145	2	보통 난이도 145스테이지 2성 이상	클리어 시 오픈됩니다.
246	hard	246	entry_ticket	1	normal	146	2	보통 난이도 146스테이지 2성 이상	클리어 시 오픈됩니다.
247	hard	247	entry_ticket	1	normal	147	2	보통 난이도 147스테이지 2성 이상	클리어 시 오픈됩니다.
248	hard	248	entry_ticket	1	normal	148	2	보통 난이도 148스테이지 2성 이상	클리어 시 오픈됩니다.
249	hard	249	entry_ticket	1	normal	149	2	보통 난이도 149스테이지 2성 이상	클리어 시 오픈됩니다.
250	hard	250	entry_ticket	1	normal	150	2	보통 난이도 150스테이지 2성 이상	클리어 시 오픈됩니다.
251	hard	251	entry_ticket	1	normal	151	2	보통 난이도 151스테이지 2성 이상	클리어 시 오픈됩니다.
252	hard	252	entry_ticket	1	normal	152	2	보통 난이도 152스테이지 2성 이상	클리어 시 오픈됩니다.
253	hard	253	entry_ticket	1	normal	153	2	보통 난이도 153스테이지 2성 이상	클리어 시 오픈됩니다.
254	hard	254	entry_ticket	1	normal	154	2	보통 난이도 154스테이지 2성 이상	클리어 시 오픈됩니다.
255	hard	255	entry_ticket	1	normal	155	2	보통 난이도 155스테이지 2성 이상	클리어 시 오픈됩니다.
256	hard	256	entry_ticket	1	normal	156	2	보통 난이도 156스테이지 2성 이상	클리어 시 오픈됩니다.
257	hard	257	entry_ticket	1	normal	157	2	보통 난이도 157스테이지 2성 이상	클리어 시 오픈됩니다.
258	hard	258	entry_ticket	1	normal	158	2	보통 난이도 158스테이지 2성 이상	클리어 시 오픈됩니다.
259	hard	259	entry_ticket	1	normal	159	2	보통 난이도 159스테이지 2성 이상	클리어 시 오픈됩니다.
260	hard	260	entry_ticket	1	normal	160	2	보통 난이도 160스테이지 2성 이상	클리어 시 오픈됩니다.
261	hard	261	entry_ticket	1	normal	161	2	보통 난이도 161스테이지 2성 이상	클리어 시 오픈됩니다.
262	hard	262	entry_ticket	1	normal	162	2	보통 난이도 162스테이지 2성 이상	클리어 시 오픈됩니다.
263	hard	263	entry_ticket	1	normal	163	2	보통 난이도 163스테이지 2성 이상	클리어 시 오픈됩니다.
264	hard	264	entry_ticket	1	normal	164	2	보통 난이도 164스테이지 2성 이상	클리어 시 오픈됩니다.
265	hard	265	entry_ticket	1	normal	165	2	보통 난이도 165스테이지 2성 이상	클리어 시 오픈됩니다.
266	hard	266	entry_ticket	1	normal	166	2	보통 난이도 166스테이지 2성 이상	클리어 시 오픈됩니다.
267	hard	267	entry_ticket	1	normal	167	2	보통 난이도 167스테이지 2성 이상	클리어 시 오픈됩니다.
268	hard	268	entry_ticket	1	normal	168	2	보통 난이도 168스테이지 2성 이상	클리어 시 오픈됩니다.
269	hard	269	entry_ticket	1	normal	169	2	보통 난이도 169스테이지 2성 이상	클리어 시 오픈됩니다.
270	hard	270	entry_ticket	1	normal	170	2	보통 난이도 170스테이지 2성 이상	클리어 시 오픈됩니다.
271	hard	271	entry_ticket	1	normal	171	2	보통 난이도 171스테이지 2성 이상	클리어 시 오픈됩니다.
272	hard	272	entry_ticket	1	normal	172	2	보통 난이도 172스테이지 2성 이상	클리어 시 오픈됩니다.
273	hard	273	entry_ticket	1	normal	173	2	보통 난이도 173스테이지 2성 이상	클리어 시 오픈됩니다.
274	hard	274	entry_ticket	1	normal	174	2	보통 난이도 174스테이지 2성 이상	클리어 시 오픈됩니다.
275	hard	275	entry_ticket	1	normal	175	2	보통 난이도 175스테이지 2성 이상	클리어 시 오픈됩니다.
276	hard	276	entry_ticket	1	normal	176	2	보통 난이도 176스테이지 2성 이상	클리어 시 오픈됩니다.
277	hard	277	entry_ticket	1	normal	177	2	보통 난이도 177스테이지 2성 이상	클리어 시 오픈됩니다.
278	hard	278	entry_ticket	1	normal	178	2	보통 난이도 178스테이지 2성 이상	클리어 시 오픈됩니다.
279	hard	279	entry_ticket	1	normal	179	2	보통 난이도 179스테이지 2성 이상	클리어 시 오픈됩니다.
280	hard	280	entry_ticket	1	normal	180	2	보통 난이도 180스테이지 2성 이상	클리어 시 오픈됩니다.
281	hard	281	entry_ticket	1	normal	181	2	보통 난이도 181스테이지 2성 이상	클리어 시 오픈됩니다.
282	hard	282	entry_ticket	1	normal	182	2	보통 난이도 182스테이지 2성 이상	클리어 시 오픈됩니다.
283	hard	283	entry_ticket	1	normal	183	2	보통 난이도 183스테이지 2성 이상	클리어 시 오픈됩니다.
284	hard	284	entry_ticket	1	normal	184	2	보통 난이도 184스테이지 2성 이상	클리어 시 오픈됩니다.
285	hard	285	entry_ticket	1	normal	185	2	보통 난이도 185스테이지 2성 이상	클리어 시 오픈됩니다.
286	hard	286	entry_ticket	1	normal	186	2	보통 난이도 186스테이지 2성 이상	클리어 시 오픈됩니다.
287	hard	287	entry_ticket	1	normal	187	2	보통 난이도 187스테이지 2성 이상	클리어 시 오픈됩니다.
288	hard	288	entry_ticket	1	normal	188	2	보통 난이도 188스테이지 2성 이상	클리어 시 오픈됩니다.
289	hard	289	entry_ticket	1	normal	189	2	보통 난이도 189스테이지 2성 이상	클리어 시 오픈됩니다.
290	hard	290	entry_ticket	1	normal	190	2	보통 난이도 190스테이지 2성 이상	클리어 시 오픈됩니다.
291	hard	291	entry_ticket	1	normal	191	2	보통 난이도 191스테이지 2성 이상	클리어 시 오픈됩니다.
292	hard	292	entry_ticket	1	normal	192	2	보통 난이도 192스테이지 2성 이상	클리어 시 오픈됩니다.
293	hard	293	entry_ticket	1	normal	193	2	보통 난이도 193스테이지 2성 이상	클리어 시 오픈됩니다.
294	hard	294	entry_ticket	1	normal	194	2	보통 난이도 194스테이지 2성 이상	클리어 시 오픈됩니다.
295	hard	295	entry_ticket	1	normal	195	2	보통 난이도 195스테이지 2성 이상	클리어 시 오픈됩니다.
296	hard	296	entry_ticket	1	normal	196	2	보통 난이도 196스테이지 2성 이상	클리어 시 오픈됩니다.
297	hard	297	entry_ticket	1	normal	197	2	보통 난이도 197스테이지 2성 이상	클리어 시 오픈됩니다.
298	hard	298	entry_ticket	1	normal	198	2	보통 난이도 198스테이지 2성 이상	클리어 시 오픈됩니다.
299	hard	299	entry_ticket	1	normal	199	2	보통 난이도 199스테이지 2성 이상	클리어 시 오픈됩니다.
300	hard	300	entry_ticket	1	normal	200	2	보통 난이도 200스테이지 2성 이상	클리어 시 오픈됩니다.
